date_of_birth,yearofbirth,monthofbirth,dayofbirth,number_of_people
1943_08_07,1943,8,7,57
1943_08_08,1943,8,8,83
1943_08_09,1943,8,9,58
1943_08_10,1943,8,10,61
1943_08_11,1943,8,11,56
1943_08_12,1943,8,12,77
1943_08_13,1943,8,13,55
1943_08_14,1943,8,14,76
1943_08_15,1943,8,15,71
1943_08_16,1943,8,16,78
1943_08_17,1943,8,17,66
1943_08_18,1943,8,18,62
1943_08_19,1943,8,19,66
1943_08_20,1943,8,20,71
1943_08_21,1943,8,21,70
1943_08_22,1943,8,22,74
1943_08_23,1943,8,23,68
1943_08_24,1943,8,24,56
1943_08_25,1943,8,25,60
1943_08_26,1943,8,26,63
1943_08_27,1943,8,27,77
1943_08_28,1943,8,28,77
1943_08_29,1943,8,29,64
1943_08_30,1943,8,30,48
1943_08_31,1943,8,31,50
1943_09_01,1943,9,1,62
1943_09_02,1943,9,2,60
1943_09_03,1943,9,3,58
1943_09_04,1943,9,4,61
1943_09_05,1943,9,5,60
1943_09_06,1943,9,6,59
1943_09_07,1943,9,7,75
1943_09_08,1943,9,8,72
1943_09_09,1943,9,9,107
1943_09_10,1943,9,10,69
1943_09_11,1943,9,11,67
1943_09_12,1943,9,12,85
1943_09_13,1943,9,13,54
1943_09_14,1943,9,14,68
1943_09_15,1943,9,15,64
1943_09_16,1943,9,16,61
1943_09_17,1943,9,17,64
1943_09_18,1943,9,18,74
1943_09_19,1943,9,19,61
1943_09_20,1943,9,20,65
1943_09_21,1943,9,21,68
1943_09_22,1943,9,22,68
1943_09_23,1943,9,23,79
1943_09_24,1943,9,24,67
1943_09_25,1943,9,25,66
1943_09_26,1943,9,26,63
1943_09_27,1943,9,27,74
1943_09_28,1943,9,28,62
1943_09_29,1943,9,29,74
1943_09_30,1943,9,30,57
1943_10_01,1943,10,1,59
1943_10_02,1943,10,2,56
1943_10_03,1943,10,3,58
1943_10_04,1943,10,4,74
1943_10_05,1943,10,5,73
1943_10_06,1943,10,6,58
1943_10_07,1943,10,7,44
1943_10_08,1943,10,8,63
1943_10_09,1943,10,9,74
1943_10_10,1943,10,10,125
1943_10_11,1943,10,11,63
1943_10_12,1943,10,12,59
1943_10_13,1943,10,13,74
1943_10_14,1943,10,14,61
1943_10_15,1943,10,15,69
1943_10_16,1943,10,16,59
1943_10_17,1943,10,17,64
1943_10_18,1943,10,18,64
1943_10_19,1943,10,19,57
1943_10_20,1943,10,20,71
1943_10_21,1943,10,21,72
1943_10_22,1943,10,22,62
1943_10_23,1943,10,23,63
1943_10_24,1943,10,24,79
1943_10_25,1943,10,25,57
1943_10_26,1943,10,26,57
1943_10_27,1943,10,27,58
1943_10_28,1943,10,28,66
1943_10_29,1943,10,29,53
1943_10_30,1943,10,30,50
1943_10_31,1943,10,31,44
1943_11_01,1943,11,1,68
1943_11_02,1943,11,2,70
1943_11_03,1943,11,3,63
1943_11_04,1943,11,4,59
1943_11_05,1943,11,5,65
1943_11_06,1943,11,6,64
1943_11_07,1943,11,7,53
1943_11_08,1943,11,8,55
1943_11_09,1943,11,9,55
1943_11_10,1943,11,10,61
1943_11_11,1943,11,11,77
1943_11_12,1943,11,12,57
1943_11_13,1943,11,13,58
1943_11_14,1943,11,14,65
1943_11_15,1943,11,15,62
1943_11_16,1943,11,16,68
1943_11_17,1943,11,17,53
1943_11_18,1943,11,18,65
1943_11_19,1943,11,19,48
1943_11_20,1943,11,20,71
1943_11_21,1943,11,21,63
1943_11_22,1943,11,22,48
1943_11_23,1943,11,23,61
1943_11_24,1943,11,24,66
1943_11_25,1943,11,25,71
1943_11_26,1943,11,26,63
1943_11_27,1943,11,27,58
1943_11_28,1943,11,28,70
1943_11_29,1943,11,29,71
1943_11_30,1943,11,30,46
1943_12_01,1943,12,1,69
1943_12_02,1943,12,2,60
1943_12_03,1943,12,3,56
1943_12_04,1943,12,4,69
1943_12_05,1943,12,5,58
1943_12_06,1943,12,6,60
1943_12_07,1943,12,7,55
1943_12_08,1943,12,8,64
1943_12_09,1943,12,9,59
1943_12_10,1943,12,10,68
1943_12_11,1943,12,11,64
1943_12_12,1943,12,12,90
1943_12_13,1943,12,13,69
1943_12_14,1943,12,14,70
1943_12_15,1943,12,15,68
1943_12_16,1943,12,16,70
1943_12_17,1943,12,17,60
1943_12_18,1943,12,18,68
1943_12_19,1943,12,19,53
1943_12_20,1943,12,20,53
1943_12_21,1943,12,21,60
1943_12_22,1943,12,22,56
1943_12_23,1943,12,23,71
1943_12_24,1943,12,24,77
1943_12_25,1943,12,25,74
1943_12_26,1943,12,26,49
1943_12_27,1943,12,27,77
1943_12_28,1943,12,28,59
1943_12_29,1943,12,29,49
1943_12_30,1943,12,30,65
1943_12_31,1943,12,31,46
1944_01_01,1944,1,1,182
1944_01_02,1944,1,2,73
1944_01_03,1944,1,3,69
1944_01_04,1944,1,4,78
1944_01_05,1944,1,5,64
1944_01_06,1944,1,6,78
1944_01_07,1944,1,7,78
1944_01_08,1944,1,8,66
1944_01_09,1944,1,9,60
1944_01_10,1944,1,10,72
1944_01_11,1944,1,11,59
1944_01_12,1944,1,12,68
1944_01_13,1944,1,13,69
1944_01_14,1944,1,14,54
1944_01_15,1944,1,15,80
1944_01_16,1944,1,16,52
1944_01_17,1944,1,17,52
1944_01_18,1944,1,18,56
1944_01_19,1944,1,19,58
1944_01_20,1944,1,20,61
1944_01_21,1944,1,21,72
1944_01_22,1944,1,22,59
1944_01_23,1944,1,23,66
1944_01_24,1944,1,24,68
1944_01_25,1944,1,25,69
1944_01_26,1944,1,26,69
1944_01_27,1944,1,27,47
1944_01_28,1944,1,28,57
1944_01_29,1944,1,29,51
1944_01_30,1944,1,30,68
1944_01_31,1944,1,31,54
1944_02_01,1944,2,1,63
1944_02_02,1944,2,2,93
1944_02_03,1944,2,3,64
1944_02_04,1944,2,4,70
1944_02_05,1944,2,5,70
1944_02_06,1944,2,6,60
1944_02_07,1944,2,7,72
1944_02_08,1944,2,8,61
1944_02_09,1944,2,9,57
1944_02_10,1944,2,10,66
1944_02_11,1944,2,11,68
1944_02_12,1944,2,12,79
1944_02_13,1944,2,13,63
1944_02_14,1944,2,14,80
1944_02_15,1944,2,15,70
1944_02_16,1944,2,16,68
1944_02_17,1944,2,17,72
1944_02_18,1944,2,18,56
1944_02_19,1944,2,19,50
1944_02_20,1944,2,20,67
1944_02_21,1944,2,21,65
1944_02_22,1944,2,22,60
1944_02_23,1944,2,23,55
1944_02_24,1944,2,24,59
1944_02_25,1944,2,25,57
1944_02_26,1944,2,26,57
1944_02_27,1944,2,27,66
1944_02_28,1944,2,28,67
1944_02_29,1944,2,29,42
1944_03_01,1944,3,1,66
1944_03_02,1944,3,2,58
1944_03_03,1944,3,3,90
1944_03_04,1944,3,4,82
1944_03_05,1944,3,5,70
1944_03_06,1944,3,6,96
1944_03_07,1944,3,7,70
1944_03_08,1944,3,8,59
1944_03_09,1944,3,9,57
1944_03_10,1944,3,10,74
1944_03_11,1944,3,11,65
1944_03_12,1944,3,12,73
1944_03_13,1944,3,13,85
1944_03_14,1944,3,14,69
1944_03_15,1944,3,15,84
1944_03_16,1944,3,16,77
1944_03_17,1944,3,17,71
1944_03_18,1944,3,18,67
1944_03_19,1944,3,19,63
1944_03_20,1944,3,20,48
1944_03_21,1944,3,21,58
1944_03_22,1944,3,22,61
1944_03_23,1944,3,23,77
1944_03_24,1944,3,24,57
1944_03_25,1944,3,25,69
1944_03_26,1944,3,26,50
1944_03_27,1944,3,27,69
1944_03_28,1944,3,28,68
1944_03_29,1944,3,29,64
1944_03_30,1944,3,30,39
1944_03_31,1944,3,31,58
1944_04_01,1944,4,1,67
1944_04_02,1944,4,2,54
1944_04_03,1944,4,3,66
1944_04_04,1944,4,4,109
1944_04_05,1944,4,5,54
1944_04_06,1944,4,6,63
1944_04_07,1944,4,7,75
1944_04_08,1944,4,8,78
1944_04_09,1944,4,9,63
1944_04_10,1944,4,10,64
1944_04_11,1944,4,11,68
1944_04_12,1944,4,12,77
1944_04_13,1944,4,13,54
1944_04_14,1944,4,14,62
1944_04_15,1944,4,15,63
1944_04_16,1944,4,16,81
1944_04_17,1944,4,17,69
1944_04_18,1944,4,18,75
1944_04_19,1944,4,19,61
1944_04_20,1944,4,20,56
1944_04_21,1944,4,21,58
1944_04_22,1944,4,22,64
1944_04_23,1944,4,23,50
1944_04_24,1944,4,24,61
1944_04_25,1944,4,25,62
1944_04_26,1944,4,26,66
1944_04_27,1944,4,27,58
1944_04_28,1944,4,28,60
1944_04_29,1944,4,29,56
1944_04_30,1944,4,30,52
1944_05_01,1944,5,1,70
1944_05_02,1944,5,2,65
1944_05_03,1944,5,3,69
1944_05_04,1944,5,4,84
1944_05_05,1944,5,5,67
1944_05_06,1944,5,6,85
1944_05_07,1944,5,7,57
1944_05_08,1944,5,8,52
1944_05_09,1944,5,9,59
1944_05_10,1944,5,10,63
1944_05_11,1944,5,11,87
1944_05_12,1944,5,12,70
1944_05_13,1944,5,13,49
1944_05_14,1944,5,14,51
1944_05_15,1944,5,15,66
1944_05_16,1944,5,16,63
1944_05_17,1944,5,17,59
1944_05_18,1944,5,18,68
1944_05_19,1944,5,19,58
1944_05_20,1944,5,20,60
1944_05_21,1944,5,21,52
1944_05_22,1944,5,22,60
1944_05_23,1944,5,23,61
1944_05_24,1944,5,24,60
1944_05_25,1944,5,25,77
1944_05_26,1944,5,26,52
1944_05_27,1944,5,27,61
1944_05_28,1944,5,28,75
1944_05_29,1944,5,29,60
1944_05_30,1944,5,30,55
1944_05_31,1944,5,31,67
1944_06_01,1944,6,1,86
1944_06_02,1944,6,2,64
1944_06_03,1944,6,3,70
1944_06_04,1944,6,4,84
1944_06_05,1944,6,5,74
1944_06_06,1944,6,6,120
1944_06_07,1944,6,7,85
1944_06_08,1944,6,8,73
1944_06_09,1944,6,9,74
1944_06_10,1944,6,10,95
1944_06_11,1944,6,11,75
1944_06_12,1944,6,12,78
1944_06_13,1944,6,13,55
1944_06_14,1944,6,14,67
1944_06_15,1944,6,15,85
1944_06_16,1944,6,16,100
1944_06_17,1944,6,17,67
1944_06_18,1944,6,18,75
1944_06_19,1944,6,19,74
1944_06_20,1944,6,20,59
1944_06_21,1944,6,21,68
1944_06_22,1944,6,22,67
1944_06_23,1944,6,23,59
1944_06_24,1944,6,24,58
1944_06_25,1944,6,25,83
1944_06_26,1944,6,26,64
1944_06_27,1944,6,27,69
1944_06_28,1944,6,28,62
1944_06_29,1944,6,29,67
1944_06_30,1944,6,30,79
1944_07_01,1944,7,1,91
1944_07_02,1944,7,2,61
1944_07_03,1944,7,3,66
1944_07_04,1944,7,4,63
1944_07_05,1944,7,5,57
1944_07_06,1944,7,6,63
1944_07_07,1944,7,7,94
1944_07_08,1944,7,8,65
1944_07_09,1944,7,9,54
1944_07_10,1944,7,10,66
1944_07_11,1944,7,11,62
1944_07_12,1944,7,12,56
1944_07_13,1944,7,13,70
1944_07_14,1944,7,14,72
1944_07_15,1944,7,15,62
1944_07_16,1944,7,16,75
1944_07_17,1944,7,17,69
1944_07_18,1944,7,18,53
1944_07_19,1944,7,19,49
1944_07_20,1944,7,20,70
1944_07_21,1944,7,21,62
1944_07_22,1944,7,22,65
1944_07_23,1944,7,23,77
1944_07_24,1944,7,24,56
1944_07_25,1944,7,25,62
1944_07_26,1944,7,26,60
1944_07_27,1944,7,27,71
1944_07_28,1944,7,28,63
1944_07_29,1944,7,29,56
1944_07_30,1944,7,30,58
1944_07_31,1944,7,31,45
1944_08_01,1944,8,1,91
1944_08_02,1944,8,2,67
1944_08_03,1944,8,3,61
1944_08_04,1944,8,4,70
1944_08_05,1944,8,5,53
1944_08_06,1944,8,6,67
1944_08_07,1944,8,7,64
1944_08_08,1944,8,8,88
1944_08_09,1944,8,9,70
1944_08_10,1944,8,10,63
1944_08_11,1944,8,11,70
1944_08_12,1944,8,12,70
1944_08_13,1944,8,13,72
1944_08_14,1944,8,14,57
1944_08_15,1944,8,15,86
1944_08_16,1944,8,16,66
1944_08_17,1944,8,17,63
1944_08_18,1944,8,18,94
1944_08_19,1944,8,19,63
1944_08_20,1944,8,20,75
1944_08_21,1944,8,21,67
1944_08_22,1944,8,22,56
1944_08_23,1944,8,23,61
1944_08_24,1944,8,24,68
1944_08_25,1944,8,25,73
1944_08_26,1944,8,26,70
1944_08_27,1944,8,27,75
1944_08_28,1944,8,28,78
1944_08_29,1944,8,29,67
1944_08_30,1944,8,30,60
1944_08_31,1944,8,31,65
1944_09_01,1944,9,1,66
1944_09_02,1944,9,2,52
1944_09_03,1944,9,3,74
1944_09_04,1944,9,4,74
1944_09_05,1944,9,5,75
1944_09_06,1944,9,6,83
1944_09_07,1944,9,7,66
1944_09_08,1944,9,8,70
1944_09_09,1944,9,9,82
1944_09_10,1944,9,10,82
1944_09_11,1944,9,11,77
1944_09_12,1944,9,12,66
1944_09_13,1944,9,13,79
1944_09_14,1944,9,14,57
1944_09_15,1944,9,15,75
1944_09_16,1944,9,16,80
1944_09_17,1944,9,17,88
1944_09_18,1944,9,18,68
1944_09_19,1944,9,19,79
1944_09_20,1944,9,20,55
1944_09_21,1944,9,21,65
1944_09_22,1944,9,22,77
1944_09_23,1944,9,23,78
1944_09_24,1944,9,24,60
1944_09_25,1944,9,25,66
1944_09_26,1944,9,26,70
1944_09_27,1944,9,27,65
1944_09_28,1944,9,28,70
1944_09_29,1944,9,29,63
1944_09_30,1944,9,30,64
1944_10_01,1944,10,1,78
1944_10_02,1944,10,2,73
1944_10_03,1944,10,3,69
1944_10_04,1944,10,4,66
1944_10_05,1944,10,5,72
1944_10_06,1944,10,6,71
1944_10_07,1944,10,7,80
1944_10_08,1944,10,8,69
1944_10_09,1944,10,9,69
1944_10_10,1944,10,10,114
1944_10_11,1944,10,11,75
1944_10_12,1944,10,12,66
1944_10_13,1944,10,13,70
1944_10_14,1944,10,14,49
1944_10_15,1944,10,15,72
1944_10_16,1944,10,16,84
1944_10_17,1944,10,17,82
1944_10_18,1944,10,18,72
1944_10_19,1944,10,19,63
1944_10_20,1944,10,20,73
1944_10_21,1944,10,21,73
1944_10_22,1944,10,22,38
1944_10_23,1944,10,23,53
1944_10_24,1944,10,24,66
1944_10_25,1944,10,25,62
1944_10_26,1944,10,26,58
1944_10_27,1944,10,27,51
1944_10_28,1944,10,28,59
1944_10_29,1944,10,29,63
1944_10_30,1944,10,30,58
1944_10_31,1944,10,31,65
1944_11_01,1944,11,1,61
1944_11_02,1944,11,2,65
1944_11_03,1944,11,3,65
1944_11_04,1944,11,4,52
1944_11_05,1944,11,5,55
1944_11_06,1944,11,6,51
1944_11_07,1944,11,7,61
1944_11_08,1944,11,8,66
1944_11_09,1944,11,9,64
1944_11_10,1944,11,10,72
1944_11_11,1944,11,11,70
1944_11_12,1944,11,12,80
1944_11_13,1944,11,13,55
1944_11_14,1944,11,14,66
1944_11_15,1944,11,15,81
1944_11_16,1944,11,16,66
1944_11_17,1944,11,17,54
1944_11_18,1944,11,18,58
1944_11_19,1944,11,19,42
1944_11_20,1944,11,20,67
1944_11_21,1944,11,21,65
1944_11_22,1944,11,22,63
1944_11_23,1944,11,23,50
1944_11_24,1944,11,24,74
1944_11_25,1944,11,25,64
1944_11_26,1944,11,26,64
1944_11_27,1944,11,27,62
1944_11_28,1944,11,28,63
1944_11_29,1944,11,29,51
1944_11_30,1944,11,30,71
1944_12_01,1944,12,1,71
1944_12_02,1944,12,2,65
1944_12_03,1944,12,3,65
1944_12_04,1944,12,4,64
1944_12_05,1944,12,5,63
1944_12_06,1944,12,6,68
1944_12_07,1944,12,7,64
1944_12_08,1944,12,8,73
1944_12_09,1944,12,9,57
1944_12_10,1944,12,10,73
1944_12_11,1944,12,11,61
1944_12_12,1944,12,12,67
1944_12_13,1944,12,13,57
1944_12_14,1944,12,14,79
1944_12_15,1944,12,15,67
1944_12_16,1944,12,16,87
1944_12_17,1944,12,17,57
1944_12_18,1944,12,18,51
1944_12_19,1944,12,19,66
1944_12_20,1944,12,20,62
1944_12_21,1944,12,21,68
1944_12_22,1944,12,22,59
1944_12_23,1944,12,23,78
1944_12_24,1944,12,24,77
1944_12_25,1944,12,25,108
1944_12_26,1944,12,26,52
1944_12_27,1944,12,27,50
1944_12_28,1944,12,28,71
1944_12_29,1944,12,29,55
1944_12_30,1944,12,30,59
1944_12_31,1944,12,31,49
1945_01_01,1945,1,1,215
1945_01_02,1945,1,2,80
1945_01_03,1945,1,3,60
1945_01_04,1945,1,4,72
1945_01_05,1945,1,5,87
1945_01_06,1945,1,6,78
1945_01_07,1945,1,7,64
1945_01_08,1945,1,8,84
1945_01_09,1945,1,9,62
1945_01_10,1945,1,10,71
1945_01_11,1945,1,11,63
1945_01_12,1945,1,12,85
1945_01_13,1945,1,13,67
1945_01_14,1945,1,14,51
1945_01_15,1945,1,15,70
1945_01_16,1945,1,16,60
1945_01_17,1945,1,17,53
1945_01_18,1945,1,18,59
1945_01_19,1945,1,19,62
1945_01_20,1945,1,20,49
1945_01_21,1945,1,21,60
1945_01_22,1945,1,22,62
1945_01_23,1945,1,23,61
1945_01_24,1945,1,24,74
1945_01_25,1945,1,25,71
1945_01_26,1945,1,26,58
1945_01_27,1945,1,27,74
1945_01_28,1945,1,28,66
1945_01_29,1945,1,29,66
1945_01_30,1945,1,30,58
1945_01_31,1945,1,31,57
1945_02_01,1945,2,1,75
1945_02_02,1945,2,2,100
1945_02_03,1945,2,3,69
1945_02_04,1945,2,4,69
1945_02_05,1945,2,5,75
1945_02_06,1945,2,6,52
1945_02_07,1945,2,7,81
1945_02_08,1945,2,8,69
1945_02_09,1945,2,9,82
1945_02_10,1945,2,10,66
1945_02_11,1945,2,11,81
1945_02_12,1945,2,12,83
1945_02_13,1945,2,13,54
1945_02_14,1945,2,14,74
1945_02_15,1945,2,15,91
1945_02_16,1945,2,16,65
1945_02_17,1945,2,17,77
1945_02_18,1945,2,18,73
1945_02_19,1945,2,19,70
1945_02_20,1945,2,20,69
1945_02_21,1945,2,21,72
1945_02_22,1945,2,22,71
1945_02_23,1945,2,23,61
1945_02_24,1945,2,24,55
1945_02_25,1945,2,25,61
1945_02_26,1945,2,26,63
1945_02_27,1945,2,27,60
1945_02_28,1945,2,28,68
1945_03_01,1945,3,1,78
1945_03_02,1945,3,2,84
1945_03_03,1945,3,3,114
1945_03_04,1945,3,4,75
1945_03_05,1945,3,5,87
1945_03_06,1945,3,6,79
1945_03_07,1945,3,7,61
1945_03_08,1945,3,8,69
1945_03_09,1945,3,9,61
1945_03_10,1945,3,10,81
1945_03_11,1945,3,11,84
1945_03_12,1945,3,12,79
1945_03_13,1945,3,13,74
1945_03_14,1945,3,14,68
1945_03_15,1945,3,15,76
1945_03_16,1945,3,16,69
1945_03_17,1945,3,17,63
1945_03_18,1945,3,18,65
1945_03_19,1945,3,19,60
1945_03_20,1945,3,20,60
1945_03_21,1945,3,21,71
1945_03_22,1945,3,22,89
1945_03_23,1945,3,23,78
1945_03_24,1945,3,24,65
1945_03_25,1945,3,25,72
1945_03_26,1945,3,26,69
1945_03_27,1945,3,27,57
1945_03_28,1945,3,28,63
1945_03_29,1945,3,29,50
1945_03_30,1945,3,30,59
1945_03_31,1945,3,31,59
1945_04_01,1945,4,1,67
1945_04_02,1945,4,2,63
1945_04_03,1945,4,3,68
1945_04_04,1945,4,4,81
1945_04_05,1945,4,5,72
1945_04_06,1945,4,6,91
1945_04_07,1945,4,7,67
1945_04_08,1945,4,8,78
1945_04_09,1945,4,9,67
1945_04_10,1945,4,10,70
1945_04_11,1945,4,11,70
1945_04_12,1945,4,12,70
1945_04_13,1945,4,13,66
1945_04_14,1945,4,14,76
1945_04_15,1945,4,15,78
1945_04_16,1945,4,16,87
1945_04_17,1945,4,17,70
1945_04_18,1945,4,18,78
1945_04_19,1945,4,19,57
1945_04_20,1945,4,20,62
1945_04_21,1945,4,21,71
1945_04_22,1945,4,22,67
1945_04_23,1945,4,23,63
1945_04_24,1945,4,24,59
1945_04_25,1945,4,25,72
1945_04_26,1945,4,26,68
1945_04_27,1945,4,27,71
1945_04_28,1945,4,28,60
1945_04_29,1945,4,29,67
1945_04_30,1945,4,30,70
1945_05_01,1945,5,1,75
1945_05_02,1945,5,2,63
1945_05_03,1945,5,3,64
1945_05_04,1945,5,4,70
1945_05_05,1945,5,5,97
1945_05_06,1945,5,6,82
1945_05_07,1945,5,7,69
1945_05_08,1945,5,8,65
1945_05_09,1945,5,9,63
1945_05_10,1945,5,10,80
1945_05_11,1945,5,11,61
1945_05_12,1945,5,12,79
1945_05_13,1945,5,13,67
1945_05_14,1945,5,14,68
1945_05_15,1945,5,15,74
1945_05_16,1945,5,16,62
1945_05_17,1945,5,17,74
1945_05_18,1945,5,18,75
1945_05_19,1945,5,19,72
1945_05_20,1945,5,20,76
1945_05_21,1945,5,21,63
1945_05_22,1945,5,22,56
1945_05_23,1945,5,23,64
1945_05_24,1945,5,24,52
1945_05_25,1945,5,25,71
1945_05_26,1945,5,26,69
1945_05_27,1945,5,27,63
1945_05_28,1945,5,28,68
1945_05_29,1945,5,29,64
1945_05_30,1945,5,30,64
1945_05_31,1945,5,31,62
1945_06_01,1945,6,1,55
1945_06_02,1945,6,2,65
1945_06_03,1945,6,3,89
1945_06_04,1945,6,4,77
1945_06_05,1945,6,5,88
1945_06_06,1945,6,6,164
1945_06_07,1945,6,7,94
1945_06_08,1945,6,8,66
1945_06_09,1945,6,9,59
1945_06_10,1945,6,10,93
1945_06_11,1945,6,11,68
1945_06_12,1945,6,12,82
1945_06_13,1945,6,13,65
1945_06_14,1945,6,14,90
1945_06_15,1945,6,15,92
1945_06_16,1945,6,16,91
1945_06_17,1945,6,17,60
1945_06_18,1945,6,18,77
1945_06_19,1945,6,19,61
1945_06_20,1945,6,20,84
1945_06_21,1945,6,21,57
1945_06_22,1945,6,22,84
1945_06_23,1945,6,23,72
1945_06_24,1945,6,24,71
1945_06_25,1945,6,25,76
1945_06_26,1945,6,26,81
1945_06_27,1945,6,27,70
1945_06_28,1945,6,28,69
1945_06_29,1945,6,29,55
1945_06_30,1945,6,30,75
1945_07_01,1945,7,1,101
1945_07_02,1945,7,2,69
1945_07_03,1945,7,3,62
1945_07_04,1945,7,4,56
1945_07_05,1945,7,5,62
1945_07_06,1945,7,6,87
1945_07_07,1945,7,7,103
1945_07_08,1945,7,8,73
1945_07_09,1945,7,9,56
1945_07_10,1945,7,10,76
1945_07_11,1945,7,11,66
1945_07_12,1945,7,12,84
1945_07_13,1945,7,13,76
1945_07_14,1945,7,14,71
1945_07_15,1945,7,15,71
1945_07_16,1945,7,16,65
1945_07_17,1945,7,17,81
1945_07_18,1945,7,18,76
1945_07_19,1945,7,19,60
1945_07_20,1945,7,20,65
1945_07_21,1945,7,21,58
1945_07_22,1945,7,22,58
1945_07_23,1945,7,23,63
1945_07_24,1945,7,24,49
1945_07_25,1945,7,25,70
1945_07_26,1945,7,26,67
1945_07_27,1945,7,27,95
1945_07_28,1945,7,28,64
1945_07_29,1945,7,29,69
1945_07_30,1945,7,30,59
1945_07_31,1945,7,31,56
1945_08_01,1945,8,1,78
1945_08_02,1945,8,2,70
1945_08_03,1945,8,3,62
1945_08_04,1945,8,4,85
1945_08_05,1945,8,5,70
1945_08_06,1945,8,6,63
1945_08_07,1945,8,7,60
1945_08_08,1945,8,8,108
1945_08_09,1945,8,9,71
1945_08_10,1945,8,10,82
1945_08_11,1945,8,11,62
1945_08_12,1945,8,12,60
1945_08_13,1945,8,13,60
1945_08_14,1945,8,14,69
1945_08_15,1945,8,15,83
1945_08_16,1945,8,16,68
1945_08_17,1945,8,17,73
1945_08_18,1945,8,18,64
1945_08_19,1945,8,19,74
1945_08_20,1945,8,20,65
1945_08_21,1945,8,21,70
1945_08_22,1945,8,22,73
1945_08_23,1945,8,23,55
1945_08_24,1945,8,24,60
1945_08_25,1945,8,25,73
1945_08_26,1945,8,26,66
1945_08_27,1945,8,27,62
1945_08_28,1945,8,28,82
1945_08_29,1945,8,29,73
1945_08_30,1945,8,30,69
1945_08_31,1945,8,31,67
1945_09_01,1945,9,1,81
1945_09_02,1945,9,2,60
1945_09_03,1945,9,3,79
1945_09_04,1945,9,4,78
1945_09_05,1945,9,5,84
1945_09_06,1945,9,6,63
1945_09_07,1945,9,7,62
1945_09_08,1945,9,8,59
1945_09_09,1945,9,9,100
1945_09_10,1945,9,10,90
1945_09_11,1945,9,11,74
1945_09_12,1945,9,12,88
1945_09_13,1945,9,13,67
1945_09_14,1945,9,14,72
1945_09_15,1945,9,15,78
1945_09_16,1945,9,16,80
1945_09_17,1945,9,17,83
1945_09_18,1945,9,18,90
1945_09_19,1945,9,19,83
1945_09_20,1945,9,20,83
1945_09_21,1945,9,21,85
1945_09_22,1945,9,22,80
1945_09_23,1945,9,23,91
1945_09_24,1945,9,24,82
1945_09_25,1945,9,25,59
1945_09_26,1945,9,26,83
1945_09_27,1945,9,27,75
1945_09_28,1945,9,28,86
1945_09_29,1945,9,29,86
1945_09_30,1945,9,30,80
1945_10_01,1945,10,1,82
1945_10_02,1945,10,2,72
1945_10_03,1945,10,3,53
1945_10_04,1945,10,4,65
1945_10_05,1945,10,5,87
1945_10_06,1945,10,6,63
1945_10_07,1945,10,7,73
1945_10_08,1945,10,8,82
1945_10_09,1945,10,9,73
1945_10_10,1945,10,10,127
1945_10_11,1945,10,11,79
1945_10_12,1945,10,12,89
1945_10_13,1945,10,13,75
1945_10_14,1945,10,14,72
1945_10_15,1945,10,15,77
1945_10_16,1945,10,16,80
1945_10_17,1945,10,17,70
1945_10_18,1945,10,18,76
1945_10_19,1945,10,19,66
1945_10_20,1945,10,20,83
1945_10_21,1945,10,21,59
1945_10_22,1945,10,22,54
1945_10_23,1945,10,23,75
1945_10_24,1945,10,24,56
1945_10_25,1945,10,25,83
1945_10_26,1945,10,26,67
1945_10_27,1945,10,27,59
1945_10_28,1945,10,28,77
1945_10_29,1945,10,29,59
1945_10_30,1945,10,30,77
1945_10_31,1945,10,31,52
1945_11_01,1945,11,1,62
1945_11_02,1945,11,2,72
1945_11_03,1945,11,3,68
1945_11_04,1945,11,4,71
1945_11_05,1945,11,5,71
1945_11_06,1945,11,6,59
1945_11_07,1945,11,7,64
1945_11_08,1945,11,8,66
1945_11_09,1945,11,9,68
1945_11_10,1945,11,10,62
1945_11_11,1945,11,11,87
1945_11_12,1945,11,12,70
1945_11_13,1945,11,13,56
1945_11_14,1945,11,14,66
1945_11_15,1945,11,15,67
1945_11_16,1945,11,16,62
1945_11_17,1945,11,17,74
1945_11_18,1945,11,18,75
1945_11_19,1945,11,19,68
1945_11_20,1945,11,20,59
1945_11_21,1945,11,21,49
1945_11_22,1945,11,22,67
1945_11_23,1945,11,23,59
1945_11_24,1945,11,24,53
1945_11_25,1945,11,25,77
1945_11_26,1945,11,26,84
1945_11_27,1945,11,27,65
1945_11_28,1945,11,28,78
1945_11_29,1945,11,29,69
1945_11_30,1945,11,30,84
1945_12_01,1945,12,1,84
1945_12_02,1945,12,2,74
1945_12_03,1945,12,3,65
1945_12_04,1945,12,4,67
1945_12_05,1945,12,5,79
1945_12_06,1945,12,6,80
1945_12_07,1945,12,7,77
1945_12_08,1945,12,8,70
1945_12_09,1945,12,9,77
1945_12_10,1945,12,10,80
1945_12_11,1945,12,11,80
1945_12_12,1945,12,12,92
1945_12_13,1945,12,13,71
1945_12_14,1945,12,14,71
1945_12_15,1945,12,15,79
1945_12_16,1945,12,16,107
1945_12_17,1945,12,17,57
1945_12_18,1945,12,18,66
1945_12_19,1945,12,19,65
1945_12_20,1945,12,20,63
1945_12_21,1945,12,21,62
1945_12_22,1945,12,22,56
1945_12_23,1945,12,23,74
1945_12_24,1945,12,24,84
1945_12_25,1945,12,25,131
